0,0
5.1222,0.035738
10.052,0.10497
15.102,0.10772
20.056,0.14341
25.018,0.18539
30.099,0.24281
35.019,0.26534
40.103,0.30621
45.03,0.34432
50.02,0.36324
55.06,0.4084
60.082,0.44874
65.003,0.50745
70.013,0.52866
75.043,0.54874
80.029,0.58008
85.054,0.60309
90.004,0.64756
95.034,0.69913
100.08,0.73437
105.09,0.77665
110.03,0.80147
115.11,0.8308
120.05,0.85947
125.08,0.91471
130.04,0.987
135.06,1.0446
140.02,1.1265
145.07,1.1976
150.07,1.2977
155.07,1.4261
160.05,1.5534
165.02,1.7003
170.06,1.8176
175.03,1.8384
180.1,1.8899
185.09,1.959
190.08,2.0057
195.07,2.0065
200.08,2.1076
205.05,2.2171
210.04,2.3643
215.1,2.5291
220.07,2.6873
225.1,2.8419
230.05,3.0317
235.08,3.1583
240.02,3.2784
245.01,3.4202
250.02,3.5219
255.05,3.6083
260.01,3.6875
265,3.8082
270.07,3.9549
275.02,4.0884
280.08,4.2276
285.07,4.3234
290.09,4.4291
295.02,4.4829
300.06,4.5449
305.07,4.61
310.07,4.648
315.05,4.6728
320.01,4.6917
325.05,4.7362
330.01,4.7312
335.08,4.7492
340.01,4.7603
345.05,4.7026
350.06,4.6628
355.04,4.5688
360.09,4.3908
365.05,4.1747
370.01,3.9563
375.05,3.7561
380.01,3.5984
385.01,3.5353
390.02,3.4615
395.07,3.4505
400.1,3.4657
405.04,3.5032
410.05,3.4511
415,3.3952
420.07,3.3656
425.01,3.2732
430.02,3.1978
435.03,3.1787
440.06,3.3637
445.07,3.6768
450.11,4.0237
455.11,4.3273
460.03,4.5621
465.01,4.7456
470.09,4.8381
475.01,4.8199
480.09,4.8295
485,4.8346
490.09,4.8057
495.09,4.7223
500.09,4.6332
505.1,4.5413
510.02,4.4621
515.05,4.3114
520.05,4.2162
525.01,4.134
530.04,4.0624
535.01,3.9909
540,3.9346
545.08,3.8595
550.12,3.8051
555.1,3.7335
560.09,3.6563
565.02,3.599
570.06,3.5572
575.09,3.5131
580.08,3.4391
585,3.3567
590.01,3.2757
595.05,3.2379
600.02,3.1674
605.08,3.0848
610.02,2.9922
615,2.9465
620.02,2.8593
625.11,2.7651
630.08,2.6997
635.08,2.6199
640.02,2.5204
645.04,2.4145
650.07,2.3246
655,2.2181
660.06,2.1146
665.02,2.038
670.06,1.9449
675.05,1.8925
680.09,1.8092
685.08,1.709
690.04,1.6652
695.04,1.5816
700.02,1.4836
705.1,1.4271
710.02,1.3237
715,1.2147
720.11,1.1747
725.08,1.0693
730.02,0.9783
735.02,0.87326
740.01,0.80079
745.06,0.67547
750.09,0.61633
755.06,0.53173
760.08,0.42591
765,0.38467
770.1,0.25097
775.04,0.185
780.1,0.094467
785.11,0.0042468
790.01,-0.087749
795.03,-0.15127
800.04,-0.19791
805.06,-0.29861
810.07,-0.35415
815.01,-0.43642
820.07,-0.50071
825.05,-0.5167
830.08,-0.56259
835.08,-0.6105
840.01,-0.64431
845.08,-0.66497
850.11,-0.67766
855.07,-0.70386
860.02,-0.69959
865.1,-0.70008
870.02,-0.72612
875.09,-0.75503
880.11,-0.74512
885.04,-0.72702
890.06,-0.72219
895.01,-0.74177
900.04,-0.74645
905.09,-0.78183
910.06,-0.79228
915.01,-0.79059
920.11,-0.80498
925,-0.81388
930.09,-0.82108
935.08,-0.85434
940.08,-0.87037
945.02,-0.8898
950.11,-0.91711
955,-0.941
960.02,-0.95908
965.01,-0.97259
970.07,-0.9977
975.02,-1.0021
980.02,-1.0205
985.06,-1.03
990.07,-1.0475
995.09,-1.0488
1000.1,-1.0607
1005,-1.0603
1010.1,-1.0762
1015,-1.0899
1020.1,-1.0865
1025,-1.1233
1030,-1.1057
1035.1,-1.1309
1040.1,-1.1516
1045.1,-1.1333
1050.1,-1.1306
1055,-1.1343
1060.1,-1.1496
1065,-1.2185
1070.1,-1.294
1075.1,-1.3496
1080.1,-1.4133
1085.1,-1.4789
1090.1,-1.4778
1095.1,-1.4619
1100,-1.4065
1105,-1.3362
1110.1,-1.2712
1115.1,-1.2374
1120.1,-1.1685
1125.1,-1.0986
1130,-1.0041
1135,-0.92332
1140,-0.88023
1145.1,-0.91493
1150.1,-0.9995
1155,-1.0491
1160.1,-1.1572
1165,-1.2352
1170.1,-1.2925
1175,-1.2543
1180.1,-1.2889
1185.1,-1.2424
1190.1,-1.2007
1195,-1.1524
1200.1,-1.0711
1205,-1.0818
1210,-1.0683
1215.1,-1.0743
1220,-1.0607
1225,-1.0466
1230.1,-1.0469
1235.1,-1.049
1240,-1.0506
1245,-1.0674
1250,-1.0704
1255.1,-1.0248
1260.1,-1.0326
1265,-1.0105
1270.1,-0.99422
1275,-0.98019
1280.1,-0.93839
1285,-0.93409
1290.1,-0.92035
1295.1,-0.9174
1300,-0.93492
1305.1,-0.91239
1310.1,-0.89661
1315.1,-0.85047
1320.1,-0.81659
1325.1,-0.76624
1330.1,-0.78241
1335,-0.77116
1340.1,-0.73442
1345.1,-0.71422
1350,-0.70423
1355,-0.66556
1360.1,-0.63987
1365.1,-0.60605
1370,-0.59789
1375,-0.54782
1380,-0.49583
1385,-0.46034
1390,-0.41838
1395.1,-0.363
1401.9,-0.32049
1406.3,-0.28726
1410.6,-0.25818
1415.1,-0.22964
1420,-0.17512
1425,-0.12472
1430.1,-0.10287
1435.1,-0.048184
1440,-0.01308
